sick_cd_3,sick_cd_4,sick_desc_kor,sick_desc_eng,gender,age_limit_u,age_limit_l
X90,X902,"상세불명의 화학물질 또는 독성물질에 의한 가해, 학교, 기타 시설 및 공공행정 구역","Assault by unspecified chemicals or noxious substances, school, other institution",,,
X90,X903,"상세불명의 화학물질 또는 독성물질에 의한 가해, 운동 및 경기장","Assault by unspecified chemicals or noxious substances, sports and athletics area",,,
X90,X904,"상세불명의 화학물질 또는 독성물질에 의한 가해, 도로 및 고속도로","Assault by unspecified chemicals or noxious substances, street and highway",,,
X90,X905,"상세불명의 화학물질 또는 독성물질에 의한 가해, 상업 및 서비스 구역","Assault by unspecified chemicals or noxious substances, trade and service area",,,
X90,X906,"상세불명의 화학물질 또는 독성물질에 의한 가해, 산업 및 건설지역","Assault by unspecified chemicals or noxious substances, industrial and construction area",,,
X90,X907,"상세불명의 화학물질 또는 독성물질에 의한 가해, 농장","Assault by unspecified chemicals or noxious substances, farm",,,
X90,X908,"상세불명의 화학물질 또는 독성물질에 의한 가해, 기타 명시된 장소","Assault by unspecified chemicals or noxious substances, other specified places",,,
X90,X909,"상세불명의 화학물질 또는 독성물질에 의한 가해, 상세불명 장소","Assault by unspecified chemicals or noxious substances, unspecified place",,,
X91,,"목맴, 교액 및 질식에 의한 가해","Assault by hanging, strangulation and suffocation",,,
X91,X910,"목맴, 교액 및 질식에 의한 가해, 주택","Assault by hanging, strangulation and suffocation, home",,,
X91,X911,"목맴, 교액 및 질식에 의한 가해, 집단거주시설","Assault by hanging, strangulation and suffocation, residential institution",,,
X91,X912,"목맴, 교액 및 질식에 의한 가해, 학교, 기타 시설 및 공공행정 구역","Assault by hanging, strangulation and suffocation, school, other institution and public administrative area",,,
X91,X913,"목맴, 교액 및 질식에 의한 가해, 운동 및 경기장","Assault by hanging, strangulation and suffocation, sports and athletics area",,,
X91,X914,"목맴, 교액 및 질식에 의한 가해, 도로 및 고속도로","Assault by hanging, strangulation and suffocation, street and highway",,,
X91,X915,"목맴, 교액 및 질식에 의한 가해, 상업 및 서비스 구역","Assault by hanging, strangulation and suffocation, trade and service area",,,
X91,X916,"목맴, 교액 및 질식에 의한 가해, 산업 및 건설지역","Assault by hanging, strangulation and suffocation, industrial and construction area",,,
X91,X917,"목맴, 교액 및 질식에 의한 가해, 농장","Assault by hanging, strangulation and suffocation, farm",,,
X91,X918,"목맴, 교액 및 질식에 의한 가해, 기타 명시된 장소","Assault by hanging, strangulation and suffocation, other specified places",,,
X91,X919,"목맴, 교액 및 질식에 의한 가해, 상세불명 장소","Assault by hanging, strangulation and suffocation, unspecified place",,,
X92,,익사 및 익수에 의한 가해,Assault by  drowning and submersion,,,
X92,X920,"익사 및 익수에 의한 가해, 주택","Assault by drowning and submersion, home",,,
X92,X921,"익사 및 익수에 의한 가해, 집단거주시설","Assault by drowning and submersion, residential institution",,,
X92,X922,"익사 및 익수에 의한 가해, 학교, 기타 시설 및 공공행정 구역","Assault by drowning and submersion, school, other institution and public administrative area",,,
X92,X923,"익사 및 익수에 의한 가해, 운동 및 경기장","Assault by drowning and submersion, sports and athletics area",,,
X92,X924,"익사 및 익수에 의한 가해, 도로 및 고속도로","Assault by drowning and submersion, street and highway",,,
X92,X925,"익사 및 익수에 의한 가해, 상업 및 서비스 구역","Assault by drowning and submersion, trade and service area",,,
X92,X926,"익사 및 익수에 의한 가해, 산업 및 건설지역","Assault by drowning and submersion, industrial and construction area",,,
X92,X927,"익사 및 익수에 의한 가해, 농장","Assault by drowning and submersion, farm",,,
X92,X928,"익사 및 익수에 의한 가해, 기타 명시된 장소","Assault by drowning and submersion, other specified places",,,
X92,X929,"익사 및 익수에 의한 가해, 상세불명 장소","Assault by drowning and submersion, unspecified place",,,
X93,,권총발사에 의한 가해,Assault by handgun discharge,,,
X93,X930,"권총발사에 의한 가해, 주택","Assault by handgun discharge, home",,,
X93,X931,"권총발사에 의한 가해, 집단거주시설","Assault by handgun discharge, residential institution",,,
X93,X932,"권총발사에 의한 가해, 학교, 기타 시설 및 공공행정 구역","Assault by handgun discharge, school, other institution and public administrative area",,,
X93,X933,"권총발사에 의한 가해, 운동 및 경기장","Assault by handgun discharge, sports and athletics area",,,
X93,X934,"권총발사에 의한 가해, 도로 및 고속도로","Assault by handgun discharge, street and highway",,,
X93,X935,"권총발사에 의한 가해, 상업 및 서비스 구역","Assault by handgun discharge, trade and service area",,,
X93,X936,"권총발사에 의한 가해, 산업 및 건설지역","Assault by handgun discharge, industrial and construction area",,,
X93,X937,"권총발사에 의한 가해, 농장","Assault by handgun discharge, farm",,,
X93,X938,"권총발사에 의한 가해, 기타 명시된 장소","Assault by handgun discharge, other specified places",,,
X93,X939,"권총발사에 의한 가해, 상세불명 장소","Assault by handgun discharge, unspecified place",,,
X94,,"라이플, 엽총 및 기타 소화기발사에 의한 가해","Assault by rifle, shotgun and larger firearm discharge",,,
X94,X940,"라이플, 엽총 및 기타 소화기발사에 의한 가해, 주택","Assault by rifle, shotgun and larger firearm discharge, home",,,
X94,X941,"라이플, 엽총 및 기타 소화기발사에 의한 가해, 집단거주시설","Assault by rifle, shotgun and larger firearm discharge, residential institution",,,
X94,X942,"라이플, 엽총 및 기타 소화기발사에 의한 가해, 학교, 기타 시설 및 공공행정 구역","Assault by rifle, shotgun and larger firearm discharge, school, other institution and public administrative area",,,
X94,X943,"라이플, 엽총 및 기타 소화기발사에 의한 가해, 운동 및 경기장","Assault by rifle, shotgun and larger firearm discharge, sports and athletics area",,,
X94,X944,"라이플, 엽총 및 기타 소화기발사에 의한 가해, 도로 및 고속도로","Assault by rifle, shotgun and larger firearm discharge, street and highway",,,
X94,X945,"라이플, 엽총 및 기타 소화기발사에 의한 가해, 상업 및 서비스 구역","Assault by rifle, shotgun and larger firearm discharge, trade and service area",,,
X94,X946,"라이플, 엽총 및 기타 소화기발사에 의한 가해, 산업 및 건설지역","Assault by rifle, shotgun and larger firearm discharge, industrial and construction area",,,
X94,X947,"라이플, 엽총 및 기타 소화기발사에 의한 가해, 농장","Assault by rifle, shotgun and larger firearm discharge, farm",,,
X94,X948,"라이플, 엽총 및 기타 소화기발사에 의한 가해, 기타 명시된 장소","Assault by rifle, shotgun and larger firearm discharge, other specified places",,,
X94,X949,"라이플, 엽총 및 기타 소화기발사에 의한 가해, 상세불명 장소","Assault by rifle, shotgun and larger firearm discharge, unspecified place",,,
X95,,기타 및 상세불명의 화기발사에 의한 가해,Assault by other and unspecified firearm discharge,,,
X95,X950,"기타 및 상세불명의 화기발사에 의한 가해, 주택","Assault by other and unspecified firearm discharge, home",,,
X95,X951,"기타 및 상세불명의 화기발사에 의한 가해, 집단거주시설","Assault by other and unspecified firearm discharge, residential institution",,,
X95,X952,"기타 및 상세불명의 화기발사에 의한 가해, 학교, 기타 시설 및 공공행정 구역","Assault by other and unspecified firearm discharge, school, other institution and public administrative area",,,
X95,X953,"기타 및 상세불명의 화기발사에 의한 가해, 운동 및 경기장","Assault by other and unspecified firearm discharge, sports and athletics area",,,
X95,X954,"기타 및 상세불명의 화기발사에 의한 가해, 도로 및 고속도로","Assault by other and unspecified firearm discharge, street and highway",,,
X95,X955,"기타 및 상세불명의 화기발사에 의한 가해, 상업 및 서비스 구역","Assault by other and unspecified firearm discharge, trade and service area",,,
X95,X956,"기타 및 상세불명의 화기발사에 의한 가해, 산업 및 건설지역","Assault by other and unspecified firearm discharge, industrial and construction",,,
X95,X957,"기타 및 상세불명의 화기발사에 의한 가해, 농장","Assault by other and unspecified firearm discharge, farm",,,
X95,X958,"기타 및 상세불명의 화기발사에 의한 가해, 기타 명시된 장소","Assault by other and unspecified firearm discharge, other specified places",,,
X95,X959,"기타 및 상세불명의 화기발사에 의한 가해, 상세불명 장소","Assault by other and unspecified firearm discharge, unspecified place",,,
X96,,폭발성 물질에 의한 가해,Assault by explosive material,,,
X96,X960,"폭발성 물질에 의한 가해, 주택","Assault by explosive material, home",,,
X96,X961,"폭발성 물질에 의한 가해, 집단거주시설","Assault by explosive material, residential institution",,,
X96,X962,"폭발성 물질에 의한 가해, 학교, 기타 시설 및 공공행정 구역","Assault by explosive material, school, other institution and public administrative area",,,
X96,X963,"폭발성 물질에 의한 가해, 운동 및 경기장","Assault by explosive material, sports and athletics area",,,
X96,X964,"폭발성 물질에 의한 가해, 도로 및 고속도로","Assault by explosive material, street and highway",,,
X96,X965,"폭발성 물질에 의한 가해, 상업 및 서비스 구역","Assault by explosive material, trade and service area",,,
